"";"ID";"Education";"number_survey"
"1925";57279;"High School";1
"1926";57282;"8th Grade";1
"1927";57286;NA;1
"1928";57287;"Some College";1
"1929";57289;"Some College";1
"1930";57290;"8th Grade";1
"1931";57291;"High School";1
"1932";57292;NA;1
"1933";57294;"9 - 11th Grade";1
"1934";57297;"Some College";1
"1935";57300;NA;1
"1936";57301;"College Grad";1
"1937";57302;"Some College";1
"1938";57305;"College Grad";1
"1939";57307;"9 - 11th Grade";1
"1940";57309;"High School";1
"1941";57313;"College Grad";1
"1942";57317;NA;1
"1943";57323;"Some College";1
"1944";57331;"College Grad";1
"1945";57332;"Some College";1
"1946";57336;"Some College";1
"1947";57347;NA;1
"1948";57348;"College Grad";1
"1949";57357;"High School";1
"1950";57360;"9 - 11th Grade";1
"1951";57364;"Some College";1
"1952";57367;"Some College";1
"1953";57371;"8th Grade";1
"1954";57372;"Some College";1
"1955";57375;"Some College";1
"1956";57377;"College Grad";1
"1957";57381;NA;1
"1958";57387;"Some College";1
"1959";57388;"9 - 11th Grade";1
"1960";57392;"College Grad";1
"1961";57394;NA;1
"1962";57396;"Some College";1
"1963";57398;NA;1
"1964";57400;"High School";1
"1965";57403;"College Grad";1
"1966";57405;"9 - 11th Grade";1
"1967";57408;"Some College";1
"1968";57410;"College Grad";1
"1969";57411;"Some College";1
"1970";57412;NA;1
"1971";57416;NA;1
"1972";57417;"College Grad";1
"1973";57420;"Some College";1
"1974";57424;"9 - 11th Grade";1
"1975";57426;NA;1
"1976";57428;NA;1
"1977";57429;NA;1
"1978";57430;"Some College";1
"1979";57431;NA;1
"1980";57435;"Some College";1
"1981";57437;NA;1
"1982";57438;NA;1
"1983";57444;NA;1
"1984";57448;NA;1
"1985";57455;"High School";1
"1986";57456;"9 - 11th Grade";1
"1987";57457;"Some College";1
"1988";57458;"Some College";1
"1989";57459;"9 - 11th Grade";1
"1990";57464;NA;1
"1991";57465;NA;1
"1992";57470;"9 - 11th Grade";1
"1993";57471;"Some College";1
"1994";57473;NA;1
"1995";57480;"Some College";1
"1996";57481;"9 - 11th Grade";1
"1997";57489;"High School";1
"1998";57492;"College Grad";1
"1999";57498;"Some College";1
"2000";57508;NA;1
"2001";57509;"College Grad";1
"2002";57514;"Some College";1
"2003";57517;NA;1
"2004";57522;NA;1
"2005";57525;NA;1
"2006";57530;"Some College";1
"2007";57539;"Some College";1
"2008";57543;"9 - 11th Grade";1
"2009";57545;"Some College";1
"2010";57546;NA;1
"2011";57549;"College Grad";1
"2012";57550;"9 - 11th Grade";1
"2013";57557;"Some College";1
"2014";57558;"Some College";1
"2015";57563;"Some College";1
"2016";57564;NA;1
"2017";57568;NA;1
"2018";57571;"High School";1
"2019";57575;NA;1
"2020";57577;"College Grad";1
"2021";57581;NA;1
"2022";57582;NA;1
"2023";57586;"Some College";1
"2024";57587;"High School";1
"2025";57588;"High School";1
"2026";57589;"College Grad";1
"2027";57590;NA;1
"2028";57591;"High School";1
"2029";57601;"College Grad";1
"2030";57604;NA;1
"2031";57606;"Some College";1
"2032";57610;"High School";1
"2033";57612;"College Grad";1
"2034";57615;"High School";1
"2035";57620;NA;1
"2036";57621;"Some College";1
"2037";57626;"College Grad";1
"2038";57627;NA;1
"2039";57633;"High School";1
"2040";57638;"High School";1
"2041";57639;"High School";1
"2042";57640;"College Grad";1
"2043";57644;NA;1
"2044";57645;"9 - 11th Grade";1
"2045";57649;"9 - 11th Grade";1
"2046";57650;"College Grad";1
"2047";57651;"Some College";1
"2048";57659;"College Grad";1
"2049";57660;NA;1
"2050";57661;"College Grad";1
"2051";57668;"Some College";1
"2052";57674;"College Grad";1
"2053";57675;NA;1
"2054";57677;"College Grad";1
"2055";57685;"College Grad";1
"2056";57687;"Some College";1
"2057";57689;"College Grad";1
"2058";57695;"High School";1
"2059";57698;"College Grad";1
"2060";57702;"9 - 11th Grade";1
"2061";57704;"Some College";1
"2062";57705;"Some College";1
"2063";57706;NA;1
"2064";57707;"High School";1
"2065";57708;"8th Grade";1
"2066";57714;NA;1
"2067";57716;NA;1
"2068";57724;"High School";1
"2069";57725;NA;1
"2070";57727;NA;1
"2071";57729;"Some College";1
"2072";57738;"College Grad";1
"2073";57740;"College Grad";1
"2074";57742;NA;1
"2075";57743;NA;1
"2076";57747;NA;1
"2077";57751;"Some College";1
"2078";57753;"9 - 11th Grade";1
"2079";57755;"College Grad";1
"2080";57762;"High School";1
"2081";57763;"High School";1
"2082";57765;"College Grad";1
"2083";57768;"High School";1
"2084";57769;"8th Grade";1
"2085";57773;"9 - 11th Grade";1
"2086";57774;"High School";1
"2087";57775;"High School";1
"2088";57777;"Some College";1
"2089";57781;"High School";1
"2090";57785;"High School";1
"2091";57787;"High School";1
"2092";57788;"Some College";1
"2093";57791;"College Grad";1
"2094";57792;NA;1
"2095";57794;"College Grad";1
"2096";57796;NA;1
"2097";57800;"High School";1
"2098";57804;NA;1
"2099";57810;NA;1
"2100";57812;"College Grad";1
"2101";57814;"College Grad";1
"2102";57815;"High School";1
"2103";57816;"Some College";1
"2104";57818;"College Grad";1
"2105";57825;"College Grad";1
"2106";57826;"High School";1
"2107";57829;"College Grad";1
"2108";57831;"Some College";1
"2109";57835;NA;1
"2110";57836;"9 - 11th Grade";1
"2111";57837;"Some College";1
"2112";57839;"Some College";1
"2113";57841;"College Grad";1
"2114";57842;"Some College";1
"2115";57844;"High School";1
"2116";57849;"College Grad";1
"2117";57855;"College Grad";1
"2118";57867;"College Grad";1
"2119";57871;NA;1
"2120";57872;"High School";1
"2121";57884;"High School";1
"2122";57888;"Some College";1
"2123";57890;"Some College";1
"2124";57892;"9 - 11th Grade";1
"2125";57893;"8th Grade";1
"2126";57902;NA;1
"2127";57903;NA;1
"2128";57904;NA;1
"2129";57906;"College Grad";1
"2130";57907;"College Grad";1
"2131";57908;"High School";1
"2132";57909;NA;1
"2133";57911;"College Grad";1
"2134";57914;"Some College";1
"2135";57915;"Some College";1
"2136";57917;"9 - 11th Grade";1
"2137";57918;"Some College";1
"2138";57919;"College Grad";1
"2139";57921;"College Grad";1
"2140";57922;NA;1
"2141";57925;"8th Grade";1
"2142";57926;"College Grad";1
"2143";57929;NA;1
"2144";57934;"Some College";1
"2145";57936;"Some College";1
"2146";57937;NA;1
"2147";57941;"Some College";1
"2148";57945;"Some College";1
"2149";57947;"College Grad";1
"2150";57955;NA;1
"2151";57956;"College Grad";1
"2152";57957;"Some College";1
"2153";57963;"Some College";1
"2154";57965;"Some College";1
"2155";57966;"Some College";1
"2156";57970;NA;1
"2157";57973;"9 - 11th Grade";1
"2158";57977;"Some College";1
"2159";57980;"High School";1
"2160";57983;NA;1
"2161";57984;"9 - 11th Grade";1
"2162";57986;"College Grad";1
"2163";57989;"College Grad";1
"2164";57990;NA;1
"2165";57991;"High School";1
"2166";57993;"College Grad";1
"2167";57994;"College Grad";1
"2168";57996;NA;1
"2169";58000;"8th Grade";1
"2170";58003;"Some College";1
"2171";58007;"8th Grade";1
"2172";58023;"Some College";1
"2173";58026;NA;1
"2174";58029;NA;1
"2175";58032;"Some College";1
"2176";58033;"Some College";1
"2177";58034;NA;1
"2178";58035;"Some College";1
"2179";58040;NA;1
"2180";58041;NA;1
"2181";58043;NA;1
"2182";58045;"8th Grade";1
"2183";58048;"High School";1
"2184";58052;"College Grad";1
"2185";58058;"Some College";1
"2186";58059;NA;1
"2187";58060;"College Grad";1
"2188";58066;NA;1
"2189";58068;"College Grad";1
"2190";58072;"College Grad";1
"2191";58078;"Some College";1
"2192";58083;"9 - 11th Grade";1
"2193";58084;NA;1
"2194";58086;NA;1
"2195";58094;"College Grad";1
"2196";58095;"High School";1
"2197";58099;NA;1
"2198";58101;NA;1
"2199";58103;NA;1
"2200";58108;"College Grad";1
"2201";58111;"Some College";1
"2202";58114;NA;1
"2203";58115;"High School";1
"2204";58125;"Some College";1
"2205";58130;"Some College";1
"2206";58134;"College Grad";1
"2207";58139;NA;1
"2208";58143;"Some College";1
"2209";58147;"High School";1
"2210";58153;NA;1
"2211";58156;NA;1
"2212";58158;"8th Grade";1
"2213";58159;"College Grad";1
"2214";58160;NA;1
"2215";58162;"Some College";1
"2216";58164;"Some College";1
"2217";58168;"High School";1
"2218";58171;"Some College";1
"2219";58173;"8th Grade";1
"2220";58175;"9 - 11th Grade";1
"2221";58176;"Some College";1
"2222";58179;NA;1
"2223";58181;NA;1
"2224";58185;"9 - 11th Grade";1
"2225";58187;"Some College";1
"2226";58190;"High School";1
"2227";58191;NA;1
"2228";58195;"College Grad";1
"2229";58197;"8th Grade";1
"2230";58201;"9 - 11th Grade";1
"2231";58202;"8th Grade";1
"2232";58203;NA;1
"2233";58206;"8th Grade";1
"2234";58208;NA;1
"2235";58210;NA;1
"2236";58215;"9 - 11th Grade";1
"2237";58221;"High School";1
"2238";58225;"College Grad";1
"2239";58227;"8th Grade";1
"2240";58231;NA;1
"2241";58233;"8th Grade";1
"2242";58234;"College Grad";1
"2243";58243;"Some College";1
"2244";58245;NA;1
"2245";58251;"8th Grade";1
"2246";58257;"High School";1
"2247";58258;NA;1
"2248";58261;"College Grad";1
"2249";58263;"9 - 11th Grade";1
"2250";58267;"Some College";1
"2251";58269;"High School";1
"2252";58270;"High School";1
"2253";58271;"College Grad";1
"2254";58274;"College Grad";1
"2255";58275;"High School";1
"2256";58276;"College Grad";1
"2257";58283;"High School";1
"2258";58284;"College Grad";1
"2259";58285;"High School";1
"2260";58288;"Some College";1
"2261";58290;"College Grad";1
"2262";58292;"College Grad";1
"2263";58295;"9 - 11th Grade";1
"2264";58297;"High School";1
"2265";58299;NA;1
"2266";58300;"Some College";1
"2267";58307;"8th Grade";1
"2268";58308;"Some College";1
"2269";58309;NA;1
"2270";58311;NA;1
"2271";58313;"College Grad";1
"2272";58315;"Some College";1
"2273";58318;NA;1
"2274";58319;"9 - 11th Grade";1
"2275";58320;NA;1
"2276";58321;"8th Grade";1
"2277";58322;"Some College";1
"2278";58324;"High School";1
"2279";58327;"High School";1
"2280";58333;NA;1
"2281";58337;"9 - 11th Grade";1
"2282";58340;"College Grad";1
"2283";58341;"9 - 11th Grade";1
"2284";58342;NA;1
"2285";58346;"High School";1
"2286";58347;"8th Grade";1
"2287";58348;"High School";1
"2288";58349;"Some College";1
"2289";58350;"9 - 11th Grade";1
"2290";58352;"Some College";1
"2291";58353;NA;1
"2292";58354;"9 - 11th Grade";1
"2293";58360;NA;1
"2294";58361;"Some College";1
"2295";58363;NA;1
"2296";58368;NA;1
"2297";58374;NA;1
"2298";58377;"College Grad";1
"2299";58378;"Some College";1
"2300";58384;"9 - 11th Grade";1
"2301";58385;"9 - 11th Grade";1
"2302";58386;NA;1
"2303";58390;"College Grad";1
"2304";58392;"High School";1
"2305";58396;"9 - 11th Grade";1
"2306";58398;"College Grad";1
"2307";58402;"High School";1
"2308";58408;"High School";1
"2309";58414;"8th Grade";1
"2310";58417;"College Grad";1
"2311";58422;"Some College";1
"2312";58424;"Some College";1
"2313";58426;NA;1
"2314";58428;NA;1
"2315";58429;"High School";1
"2316";58430;"9 - 11th Grade";1
"2317";58438;NA;1
"2318";58445;NA;1
"2319";58446;"Some College";1
"2320";58449;"8th Grade";1
"2321";58451;"Some College";1
"2322";58452;"Some College";1
"2323";58456;"College Grad";1
"2324";58458;"High School";1
"2325";58465;"College Grad";1
"2326";58469;NA;1
"2327";58471;"Some College";1
"2328";58477;"High School";1
"2329";58488;"Some College";1
"2330";58491;"College Grad";1
"2331";58495;"College Grad";1
"2332";58498;"9 - 11th Grade";1
"2333";58500;NA;1
"2334";58504;"8th Grade";1
"2335";58505;"College Grad";1
"2336";58506;NA;1
"2337";58508;NA;1
"2338";58511;NA;1
"2339";58512;NA;1
"2340";58515;"High School";1
"2341";58520;"High School";1
"2342";58526;NA;1
"2343";58527;"High School";1
"2344";58528;NA;1
"2345";58532;"College Grad";1
"2346";58541;NA;1
"2347";58542;"High School";1
"2348";58543;"Some College";1
"2349";58544;NA;1
"2350";58550;"High School";1
"2351";58558;"Some College";1
"2352";58563;"High School";1
"2353";58565;"College Grad";1
"2354";58567;"High School";1
"2355";58570;"College Grad";1
"2356";58571;"Some College";1
"2357";58577;"College Grad";1
"2358";58579;NA;1
"2359";58582;NA;1
"2360";58591;"College Grad";1
"2361";58593;"8th Grade";1
"2362";58596;"9 - 11th Grade";1
"2363";58598;"High School";1
"2364";58602;NA;1
"2365";58604;NA;1
"2366";58607;"High School";1
"2367";58611;"College Grad";1
"2368";58613;"Some College";1
"2369";58614;"8th Grade";1
"2370";58615;"High School";1
"2371";58619;"8th Grade";1
"2372";58620;NA;1
"2373";58621;NA;1
"2374";58622;"High School";1
"2375";58625;"High School";1
"2376";58627;"College Grad";1
"2377";58630;"9 - 11th Grade";1
"2378";58637;"High School";1
"2379";58638;"High School";1
"2380";58641;NA;1
"2381";58643;NA;1
"2382";58645;"8th Grade";1
"2383";58649;"Some College";1
"2384";58650;"High School";1
"2385";58657;NA;1
"2386";58659;"9 - 11th Grade";1
"2387";58661;"College Grad";1
"2388";58662;NA;1
"2389";58663;NA;1
"2390";58664;"Some College";1
"2391";58668;"High School";1
"2392";58669;NA;1
"2393";58670;"College Grad";1
"2394";58675;NA;1
"2395";58679;"8th Grade";1
"2396";58680;"9 - 11th Grade";1
"2397";58684;"Some College";1
"2398";58687;NA;1
"2399";58692;"Some College";1
"2400";58693;"High School";1
"2401";58694;"8th Grade";1
"2402";58701;NA;1
"2403";58703;"9 - 11th Grade";1
"2404";58704;"9 - 11th Grade";1
"2405";58706;"College Grad";1
"2406";58710;"9 - 11th Grade";1
"2407";58712;"Some College";1
"2408";58714;"College Grad";1
"2409";58715;"High School";1
"2410";58716;"High School";1
"2411";58719;"College Grad";1
"2412";58725;"High School";1
"2413";58726;"9 - 11th Grade";1
"2414";58730;"High School";1
"2415";58739;NA;1
"2416";58740;"College Grad";1
"2417";58741;"8th Grade";1
"2418";58743;"Some College";1
"2419";58745;NA;1
"2420";58748;"Some College";1
"2421";58753;"College Grad";1
"2422";58754;"Some College";1
"2423";58756;"High School";1
"2424";58757;NA;1
"2425";58761;NA;1
"2426";58763;"8th Grade";1
"2427";58767;"High School";1
"2428";58769;"High School";1
"2429";58770;"Some College";1
"2430";58771;NA;1
"2431";58775;"High School";1
"2432";58779;"Some College";1
"2433";58781;"Some College";1
"2434";58782;NA;1
"2435";58785;"College Grad";1
"2436";58787;"Some College";1
"2437";58796;NA;1
"2438";58797;"8th Grade";1
"2439";58798;"Some College";1
"2440";58801;"9 - 11th Grade";1
"2441";58810;"College Grad";1
"2442";58811;NA;1
"2443";58812;"College Grad";1
"2444";58813;NA;1
"2445";58816;"9 - 11th Grade";1
"2446";58817;"9 - 11th Grade";1
"2447";58821;"9 - 11th Grade";1
"2448";58824;"High School";1
"2449";58826;"Some College";1
"2450";58828;NA;1
"2451";58829;NA;1
"2452";58830;"9 - 11th Grade";1
"2453";58834;"High School";1
"2454";58838;"Some College";1
"2455";58839;"8th Grade";1
"2456";58843;"Some College";1
"2457";58845;"9 - 11th Grade";1
"2458";58846;NA;1
"2459";58847;"College Grad";1
"2460";58851;NA;1
"2461";58852;"College Grad";1
"2462";58854;"High School";1
"2463";58855;"9 - 11th Grade";1
"2464";58856;"Some College";1
"2465";58858;NA;1
"2466";58859;"High School";1
"2467";58861;"College Grad";1
"2468";58864;"8th Grade";1
"2469";58868;"College Grad";1
"2470";58870;"Some College";1
"2471";58871;"9 - 11th Grade";1
"2472";58872;"9 - 11th Grade";1
"2473";58874;NA;1
"2474";58875;NA;1
"2475";58876;"High School";1
"2476";58877;"College Grad";1
"2477";58878;NA;1
"2478";58882;NA;1
"2479";58884;"High School";1
"2480";58885;NA;1
"2481";58887;"College Grad";1
"2482";58892;"College Grad";1
"2483";58898;"College Grad";1
"2484";58901;NA;1
"2485";58902;"9 - 11th Grade";1
"2486";58903;NA;1
"2487";58905;"8th Grade";1
"2488";58906;NA;1
"2489";58911;NA;1
"2490";58916;"College Grad";1
"2491";58922;"College Grad";1
"2492";58925;NA;1
"2493";58926;"Some College";1
"2494";58932;NA;1
"2495";58936;NA;1
"2496";58941;NA;1
"2497";58943;"9 - 11th Grade";1
"2498";58944;"9 - 11th Grade";1
"2499";58948;NA;1
"2500";58950;NA;1
"2501";58952;NA;1
"2502";58956;NA;1
"2503";58959;"Some College";1
"2504";58962;"High School";1
"2505";58965;"8th Grade";1
"2506";58971;"Some College";1
"2507";58972;"8th Grade";1
"2508";58974;"9 - 11th Grade";1
"2509";58975;"Some College";1
"2510";58976;NA;1
"2511";58977;"High School";1
"2512";58981;"8th Grade";1
"2513";58982;NA;1
"2514";58989;"Some College";1
"2515";58991;NA;1
"2516";58993;"8th Grade";1
"2517";58996;"Some College";1
"2518";58997;NA;1
"2519";58999;"College Grad";1
"2520";59001;NA;1
"2521";59002;"College Grad";1
"2522";59004;"Some College";1
"2523";59005;"Some College";1
"2524";59006;"Some College";1
"2525";59012;NA;1
"2526";59016;"Some College";1
"2527";59018;"Some College";1
"2528";59019;"College Grad";1
"2529";59021;NA;1
"2530";59023;"9 - 11th Grade";1
"2531";59026;"College Grad";1
"2532";59031;NA;1
"2533";59032;"9 - 11th Grade";1
"2534";59033;NA;1
"2535";59043;"High School";1
"2536";59045;NA;1
"2537";59046;"High School";1
"2538";59049;"9 - 11th Grade";1
"2539";59050;NA;1
"2540";59052;"High School";1
"2541";59053;"High School";1
"2542";59054;NA;1
"2543";59057;NA;1
"2544";59058;NA;1
"2545";59059;"Some College";1
"2546";59060;"High School";1
"2547";59061;NA;1
"2548";59066;NA;1
"2549";59072;"College Grad";1
"2550";59073;NA;1
"2551";59074;NA;1
"2552";59075;"College Grad";1
"2553";59076;"College Grad";1
"2554";59078;"College Grad";1
"2555";59079;"College Grad";1
"2556";59081;"Some College";1
"2557";59082;"College Grad";1
"2558";59088;NA;1
"2559";59089;"Some College";1
"2560";59092;"Some College";1
"2561";59093;NA;1
"2562";59096;NA;1
"2563";59098;"High School";1
"2564";59099;"Some College";1
"2565";59106;"College Grad";1
"2566";59108;"High School";1
"2567";59111;"High School";1
"2568";59112;NA;1
"2569";59113;"Some College";1
"2570";59115;NA;1
"2571";59118;"Some College";1
"2572";59121;NA;1
"2573";59124;"College Grad";1
"2574";59130;"College Grad";1
"2575";59132;NA;1
"2576";59137;"Some College";1
"2577";59140;"College Grad";1
"2578";59142;NA;1
"2579";59143;"College Grad";1
"2580";59146;"Some College";1
"2581";59148;"College Grad";1
"2582";59149;"High School";1
"2583";59153;"High School";1
"2584";59157;"High School";1
"2585";59158;NA;1
"2586";59161;"College Grad";1
"2587";59164;NA;1
"2588";59165;"High School";1
"2589";59166;NA;1
"2590";59169;NA;1
"2591";59171;"High School";1
"2592";59172;"Some College";1
"2593";59173;NA;1
"2594";59175;"High School";1
"2595";59176;NA;1
"2596";59181;"9 - 11th Grade";1
"2597";59185;"9 - 11th Grade";1
"2598";59186;"College Grad";1
"2599";59187;NA;1
"2600";59196;"Some College";1
"2601";59199;"Some College";1
"2602";59200;"9 - 11th Grade";1
"2603";59205;"High School";1
"2604";59206;"College Grad";1
"2605";59209;NA;1
"2606";59212;NA;1
"2607";59215;"High School";1
"2608";59216;"8th Grade";1
"2609";59217;"8th Grade";1
"2610";59218;"College Grad";1
"2611";59219;"College Grad";1
"2612";59220;NA;1
"2613";59223;"9 - 11th Grade";1
"2614";59224;"College Grad";1
"2615";59225;NA;1
"2616";59227;NA;1
"2617";59230;"Some College";1
"2618";59231;NA;1
"2619";59232;"9 - 11th Grade";1
"2620";59237;"High School";1
"2621";59238;"High School";1
"2622";59239;"College Grad";1
"2623";59249;"9 - 11th Grade";1
"2624";59252;NA;1
"2625";59256;"High School";1
"2626";59257;"High School";1
"2627";59258;"High School";1
"2628";59259;NA;1
"2629";59262;NA;1
"2630";59264;"Some College";1
"2631";59269;NA;1
"2632";59273;"High School";1
"2633";59275;NA;1
"2634";59276;NA;1
"2635";59279;"9 - 11th Grade";1
"2636";59280;"High School";1
"2637";59284;"College Grad";1
"2638";59286;NA;1
"2639";59288;NA;1
"2640";59289;"Some College";1
"2641";59291;"Some College";1
"2642";59296;"College Grad";1
"2643";59300;"8th Grade";1
"2644";59301;NA;1
"2645";59306;"Some College";1
"2646";59310;"9 - 11th Grade";1
"2647";59317;"Some College";1
"2648";59320;"College Grad";1
"2649";59321;"College Grad";1
"2650";59324;"High School";1
"2651";59325;"Some College";1
"2652";59327;"College Grad";1
"2653";59334;"High School";1
"2654";59336;NA;1
"2655";59338;NA;1
"2656";59340;"Some College";1
"2657";59342;"College Grad";1
"2658";59343;NA;1
"2659";59345;"9 - 11th Grade";1
"2660";59346;"9 - 11th Grade";1
"2661";59347;"College Grad";1
"2662";59349;"High School";1
"2663";59351;NA;1
"2664";59353;NA;1
"2665";59356;"High School";1
"2666";59359;NA;1
"2667";59360;"Some College";1
"2668";59364;"Some College";1
"2669";59366;NA;1
"2670";59367;"College Grad";1
"2671";59368;"8th Grade";1
"2672";59369;NA;1
"2673";59371;"High School";1
"2674";59372;"Some College";1
"2675";59374;NA;1
"2676";59375;NA;1
"2677";59378;"9 - 11th Grade";1
"2678";59379;"Some College";1
"2679";59380;NA;1
"2680";59389;NA;1
"2681";59390;"High School";1
"2682";59391;"High School";1
"2683";59397;"High School";1
"2684";59404;"High School";1
"2685";59409;NA;1
"2686";59417;"8th Grade";1
"2687";59420;"High School";1
"2688";59422;NA;1
"2689";59424;NA;1
"2690";59427;"9 - 11th Grade";1
"2691";59429;NA;1
"2692";59433;"College Grad";1
"2693";59435;"High School";1
"2694";59440;"College Grad";1
"2695";59442;"9 - 11th Grade";1
"2696";59443;"High School";1
"2697";59446;"Some College";1
"2698";59453;"College Grad";1
"2699";59460;"9 - 11th Grade";1
"2700";59463;"High School";1
"2701";59467;"Some College";1
"2702";59475;NA;1
"2703";59476;NA;1
"2704";59478;"High School";1
"2705";59479;NA;1
"2706";59485;"College Grad";1
"2707";59486;"College Grad";1
"2708";59487;"Some College";1
"2709";59496;NA;1
"2710";59498;"College Grad";1
"2711";59500;NA;1
"2712";59501;"Some College";1
"2713";59507;NA;1
"2714";59508;"High School";1
"2715";59510;"College Grad";1
"2716";59512;NA;1
"2717";59513;NA;1
"2718";59520;NA;1
"2719";59522;"9 - 11th Grade";1
"2720";59524;"High School";1
"2721";59525;NA;1
"2722";59527;"9 - 11th Grade";1
"2723";59528;"College Grad";1
"2724";59529;"9 - 11th Grade";1
"2725";59539;"High School";1
"2726";59541;"High School";1
"2727";59542;"9 - 11th Grade";1
"2728";59545;"Some College";1
"2729";59549;NA;1
"2730";59557;NA;1
"2731";59559;"High School";1
"2732";59560;"College Grad";1
"2733";59562;"High School";1
"2734";59563;"Some College";1
"2735";59564;"High School";1
"2736";59566;"High School";1
"2737";59567;"8th Grade";1
"2738";59570;"8th Grade";1
"2739";59571;"Some College";1
"2740";59572;"8th Grade";1
"2741";59578;"Some College";1
"2742";59583;NA;1
"2743";59584;"Some College";1
"2744";59590;NA;1
"2745";59593;"9 - 11th Grade";1
"2746";59594;"9 - 11th Grade";1
"2747";59596;NA;1
"2748";59600;"College Grad";1
"2749";59601;"High School";1
"2750";59603;"Some College";1
"2751";59606;"Some College";1
"2752";59609;NA;1
"2753";59614;NA;1
"2754";59615;"College Grad";1
"2755";59618;"High School";1
"2756";59623;"Some College";1
"2757";59639;"High School";1
"2758";59640;"College Grad";1
"2759";59641;NA;1
"2760";59642;"9 - 11th Grade";1
"2761";59651;"College Grad";1
"2762";59659;"College Grad";1
"2763";59662;"High School";1
"2764";59663;"High School";1
"2765";59668;"College Grad";1
"2766";59679;NA;1
"2767";59686;NA;1
"2768";59687;NA;1
"2769";59688;"9 - 11th Grade";1
"2770";59689;"Some College";1
"2771";59692;"High School";1
"2772";59693;"High School";1
"2773";59699;"College Grad";1
"2774";59704;"8th Grade";1
"2775";59713;"High School";1
"2776";59715;"High School";1
"2777";59716;"Some College";1
"2778";59717;"Some College";1
"2779";59719;NA;1
"2780";59720;NA;1
"2781";59721;"Some College";1
"2782";59723;NA;1
"2783";59729;NA;1
"2784";59730;"9 - 11th Grade";1
"2785";59731;"8th Grade";1
"2786";59740;"Some College";1
"2787";59741;"Some College";1
"2788";59743;NA;1
"2789";59747;"College Grad";1
"2790";59754;"College Grad";1
"2791";59756;NA;1
"2792";59758;"College Grad";1
"2793";59759;"Some College";1
"2794";59760;"9 - 11th Grade";1
"2795";59762;"College Grad";1
"2796";59764;NA;1
"2797";59771;"Some College";1
"2798";59775;NA;1
"2799";59788;"Some College";1
"2800";59790;NA;1
"2801";59791;"9 - 11th Grade";1
"2802";59793;NA;1
"2803";59794;"High School";1
"2804";59797;NA;1
"2805";59798;NA;1
"2806";59800;"High School";1
"2807";59802;"Some College";1
"2808";59803;"Some College";1
"2809";59808;"Some College";1
"2810";59809;"8th Grade";1
"2811";59810;"High School";1
"2812";59814;"College Grad";1
"2813";59815;"9 - 11th Grade";1
"2814";59817;NA;1
"2815";59819;"Some College";1
"2816";59825;"Some College";1
"2817";59826;"Some College";1
"2818";59830;"College Grad";1
"2819";59833;"Some College";1
"2820";59842;"8th Grade";1
"2821";59853;"Some College";1
"2822";59854;NA;1
"2823";59857;"College Grad";1
"2824";59858;NA;1
"2825";59859;"College Grad";1
"2826";59863;"High School";1
"2827";59870;"9 - 11th Grade";1
"2828";59879;"9 - 11th Grade";1
"2829";59880;"Some College";1
"2830";59882;"Some College";1
"2831";59883;NA;1
"2832";59886;NA;1
"2833";59890;"High School";1
"2834";59895;"High School";1
"2835";59897;"High School";1
"2836";59901;NA;1
"2837";59908;"9 - 11th Grade";1
"2838";59911;"Some College";1
"2839";59913;"College Grad";1
"2840";59914;"Some College";1
"2841";59915;NA;1
"2842";59916;"8th Grade";1
"2843";59919;"High School";1
"2844";59920;NA;1
"2845";59922;"Some College";1
"2846";59927;"Some College";1
"2847";59943;"Some College";1
"2848";59946;NA;1
"2849";59954;NA;1
"2850";59956;"Some College";1
"2851";59960;NA;1
"2852";59962;"Some College";1
"2853";59964;"High School";1
"2854";59968;"College Grad";1
"2855";59972;"Some College";1
"2856";59977;"Some College";1
"2857";59988;"High School";1
"2858";59989;"9 - 11th Grade";1
"2859";59991;NA;1
"2860";59993;NA;1
"2861";59995;NA;1
"2862";60000;"College Grad";1
"2863";60006;NA;1
"2864";60007;NA;1
"2865";60014;"Some College";1
"2866";60016;"Some College";1
"2867";60023;"Some College";1
"2868";60024;"9 - 11th Grade";1
"2869";60035;NA;1
"2870";60036;"College Grad";1
"2871";60038;NA;1
"2872";60039;"College Grad";1
"2873";60045;"High School";1
"2874";60047;"High School";1
"2875";60051;NA;1
"2876";60052;NA;1
"2877";60053;"9 - 11th Grade";1
"2878";60054;NA;1
"2879";60058;"9 - 11th Grade";1
"2880";60059;NA;1
"2881";60061;"High School";1
"2882";60063;"High School";1
"2883";60065;"High School";1
"2884";60066;"College Grad";1
"2885";60070;NA;1
"2886";60073;"Some College";1
"2887";60082;NA;1
"2888";60085;"9 - 11th Grade";1
"2889";60086;"8th Grade";1
"2890";60092;NA;1
"2891";60094;"9 - 11th Grade";1
"2892";60103;"High School";1
"2893";60105;"Some College";1
"2894";60108;"Some College";1
"2895";60112;"College Grad";1
"2896";60115;NA;1
"2897";60119;"8th Grade";1
"2898";60120;NA;1
"2899";60122;"Some College";1
"2900";60125;"Some College";1
"2901";60127;NA;1
"2902";60128;NA;1
"2903";60134;"9 - 11th Grade";1
"2904";60136;"Some College";1
"2905";60138;"Some College";1
"2906";60139;NA;1
"2907";60144;"9 - 11th Grade";1
"2908";60152;"College Grad";1
"2909";60154;"9 - 11th Grade";1
"2910";60156;"College Grad";1
"2911";60157;"High School";1
"2912";60160;"Some College";1
